name,arm,distance,cue,measure,lens,layer,rank
Elias,direct,20,passive,trait,jlens,20,16118
Elias,direct,20,passive,trait,logit,20,3318
Elias,direct,20,passive,trait,jlens,21,17825
Elias,direct,20,passive,trait,logit,21,2310
Elias,direct,20,passive,trait,jlens,22,14557
Elias,direct,20,passive,trait,logit,22,1917
Elias,direct,20,passive,trait,jlens,23,15966
Elias,direct,20,passive,trait,logit,23,2211
Elias,direct,20,passive,trait,jlens,24,8561
Elias,direct,20,passive,trait,logit,24,3049
Elias,direct,20,passive,trait,jlens,25,10415
Elias,direct,20,passive,trait,logit,25,3576
Elias,direct,20,passive,trait,jlens,26,12179
Elias,direct,20,passive,trait,logit,26,3627
Elias,direct,20,passive,adj,jlens,13,10068
Elias,direct,20,passive,adj,logit,13,102734
Elias,direct,20,passive,adj,jlens,14,45380
Elias,direct,20,passive,adj,logit,14,137699
Elias,direct,20,passive,adj,jlens,15,23535
Elias,direct,20,passive,adj,logit,15,158751
Elias,direct,20,passive,adj,jlens,16,31830
Elias,direct,20,passive,adj,logit,16,62332
Elias,direct,20,passive,adj,jlens,17,16954
Elias,direct,20,passive,adj,logit,17,20721
Elias,direct,20,passive,adj,jlens,18,20991
Elias,direct,20,passive,adj,logit,18,16627
Elias,direct,20,passive,adj,jlens,19,15069
Elias,direct,20,passive,adj,logit,19,9055
Elias,direct,20,passive,adj,jlens,20,33851
Elias,direct,20,passive,adj,logit,20,9592
Elias,direct,20,passive,adj,jlens,21,49284
Elias,direct,20,passive,adj,logit,21,8445
Elias,direct,20,passive,adj,jlens,22,41595
Elias,direct,20,passive,adj,logit,22,6182
Elias,direct,20,passive,adj,jlens,23,42018
Elias,direct,20,passive,adj,logit,23,6859
Elias,direct,20,passive,adj,jlens,24,17816
Elias,direct,20,passive,adj,logit,24,4593
Elias,direct,20,passive,adj,jlens,25,18017
Elias,direct,20,passive,adj,logit,25,5511
Elias,direct,20,passive,adj,jlens,26,14105
Elias,direct,20,passive,adj,logit,26,5777
Elias,direct,20,passive,tracer,jlens,13,7541
Elias,direct,20,passive,tracer,logit,13,71132
Elias,direct,20,passive,tracer,jlens,14,8741
Elias,direct,20,passive,tracer,logit,14,57691
Elias,direct,20,passive,tracer,jlens,15,11804
Elias,direct,20,passive,tracer,logit,15,77314
Elias,direct,20,passive,tracer,jlens,16,18212
Elias,direct,20,passive,tracer,logit,16,25238
Elias,direct,20,passive,tracer,jlens,17,8867
Elias,direct,20,passive,tracer,logit,17,16446
Elias,direct,20,passive,tracer,jlens,18,5377
